,subject,sentence
13014,He ,He is a biologist.
13015,He ,He is a born poet.
13016,He ,He is a brave man.
13017,He ,He is a daredevil.
13018,He ,He is a detective.
13019,He ,He is a gentleman.
13020,He ,He is a real fool.
13021,He ,He is a scientist.
13022,He ,He is about forty.
13023,He ,He is after a job.
13024,He ,He is an evil man.
13025,He ,He is at her side.
13026,He ,He is at his desk.
13027,He ,He is but a child.
13028,He ,He is from France.
13029,He ,He is getting old.
13030,He ,He is getting old.
13031,He ,He is influential.
13032,He ,He is influential.
13033,He ,He is intelligent.
13034,He ,He is intelligent.
13036,He ,He is just my age.
13037,He ,He is kind to her.
13038,He ,He is not married.
13039,He ,He is still alive.
13040,He ,He is still angry.
13041,He ,He is still angry.
13042,He ,He is still angry.
13043,He ,He is still young.
13044,He ,He is very honest.
13045,He ,He is watching TV.
13046,He ,He is watching TV.
13047,He ,He isn't a smoker.
13048,He ,He isn't here now.
13049,He ,He just texted me.
13050,He ,He keeps his word.
13051,He ,He keeps two cats.
13052,He ,He kept it secret.
13053,He ,He kept it secret.
13054,He ,He kept on crying.
13055,He ,He killed himself.
13056,He ,He kissed my neck.
13057,He ,He likes sleeping.
13058,He ,He lives above me.
13059,He ,He lives close by.
13060,He ,He lives in Osaka.
13061,He ,He lives in Tokyo.
13062,He ,He looked pleased.
13063,He ,He looks confused.
13064,He ,He lost his honor.
13065,He ,He made a mistake.
13066,He me ,He made me a suit.
13067,He ,He moved to Tokyo.
13068,He ,He moved to Tokyo.
13069,He ,He must have left.
13070,He ,He needed to rest.
13071,He ,He ordered a beer.
13072,He ,He owns this land.
13073,He ,He pushed past me.
13074,He ,He refused to pay.
13075,He ,He ruined my life.
13076,He ,He runs very fast.
13077,He ,He runs very fast.
13078,He ,He sat next to me.
13079,He ,He sat on the bed.
13080,He ,He sat on the bed.
13081,He ,He saved a sailor.
13082,He ,He sells us paper.
13083,He ,He shook his head.
13084,He ,He shook his head.
13085,He ,He speaks Russian.
13086,He ,He speaks quickly.
13087,He ,He stole my watch.
13088,He ,He struck a match.
13089,He ,He studied abroad.
13090,He ,He takes vitamins.
13091,He ,He talks too fast.
13092,He ,He talks too much.
13093,He ,He told the truth.
13094,He ,He took a day off.
13095,He ,He took a picture.
13096,He ,He took a picture.
13097,He ,He turned the key.
13098,He ,He turned traitor.
13099,He ,He twisted my arm.
13100,He ,He violated a law.
13101,He ,He wakes up early.
13102,He ,He wants an apple.
13103,He ,He wants to speak.
13104,He ,He was all smiles.
13106,He ,He was raging mad.
13107,He ,He was tired then.
13108,He ,He was very happy.
13109,He ,He was very tired.
13110,He ,He was wide awake.
13111,He ,He went back home.
13112,He ,He went back home.
13113,He ,He will come back.
13114,He ,He will come soon.
13115,He ,He won everything.
13116,He ,He wore old shoes.
13117,He ,He wore red pants.
13118,He ,He writes scripts.
13119,He ,He writes scripts.
13120,He ,He wrote a letter.
13121,He ,He'll get over it.
13122,He ,He'll get over it.
13123,He ,He's a big coward.
13124,He ,He's a bus driver.
13125,He ,He's a bus driver.
13127,He ,He's an old timer.
13128,He ,He's his own boss.
13130,He ,He's looking good.
13131,He ,He's not an idiot.
13132,He ,He's not an idiot.
13133,He ,He's not an idiot.
13134,He ,He's old and ugly.
13135,He ,He's overreacting.
13136,He ,He's really angry.
13137,He ,He's really quick.
13138,He ,He's still single.
13139,He ,He's studying now.
13140,He ,He's swimming now.
13141,He ,He's taking a nap.
13142,eyes ,Her eyes are blue.
13143,legs ,Her legs are long.
13144,skirt ,Her skirt is long.
13145,story ,Her story is true.
13146,book ,Here is your book.
13147,address ,Here's my address.
13148,receipt ,Here's my receipt.
13149,water ,Here's some water.
13150,water ,Here's some water.
13151,drink ,Here's your drink.
13154,car ,His car is a Ford.
13155,car ,His car was empty.
13156,eyes ,His eyes are blue.
13157,legs ,His legs are long.
13158,room ,His room's a mess.
13159,room ,His room's a mess.
13164,you ,How are you doing?
13165,you ,How are you going?
13166,you ,How are you going?
13167,you ,How are you going?
13168,you ,How are you today?
13169,you ,How are you today?
13170,I ,How bad do I look?
13171,we ,How can we get in?
13172,it ,How complex is it?
13173,Tom ,How did Tom do it?
13174,he ,How did he behave?
13175,it ,How did it happen?
13176,you ,How did you do it?
13177,you ,How did you do it?
13178,I ,How do I fix that?
13179,I ,How do I know you?
13180,I ,How do I use this?
13181,we ,How do we do that?
13182,we ,How do we do that?
13183,he ,How does he do it?
13184,everything ,How is everything?
13185,you ,How lucky you are!
13186,I ,How old do I look?
13187,I ,How should I know?
13188,you ,How tired are you?
13189,trip ,How was your trip?
13190,walk ,How was your walk?
13191,week ,How was your week?
13192,job ,How's the new job?
13193,weather ,How's the weather?
13194,family ,How's your family?
13195,family ,How's your family?
13196,father ,How's your father?
13197,mother ,How's your mother?
13198,mother ,How's your mother?
13199,mother ,How's your mother?
13200,sister ,How's your sister?
13201,I I ,I admit I'm wrong.
13202,I ,I agreed with Tom.
13203,I ,I agreed with her.
13204,I ,I already said no.
13205,I ,I also like cakes.
13206,I ,I also like candy.
13207,I ,I also went there.
13208,I ,I am 18 years old.
13209,I ,I am 19 years old.
13210,I ,I am 19 years old.
13211,I ,I am a bad person.
13212,I ,I am a lonely man.
13213,I ,I am a translator.
13214,I ,I am a translator.
13215,I ,I am a vegetarian.
13216,I ,I am afraid to go.
13217,I ,I am almost ready.
13218,I ,I am almost ready.
13219,I ,I am baking bread.
13220,I ,I am coming today.
13221,I ,I am disappointed.
13222,I ,I am eating fruit.
13223,I ,I am free of debt.
13224,I ,I am from Ecuador.
13225,I ,I am from Shikoku.
13226,I ,I am in the house.
13227,I ,I am in your debt.
13228,I ,I am not busy now.
13229,I ,I am not studying.
13230,I ,I am ready to die.
13231,I ,I am really sorry.
13232,I ,I am right-handed.
13233,I ,I am studying now.
13234,I ,I am the same age.
13235,I ,I am very curious.
13236,I ,I am very curious.
13237,I ,I am very pleased.
13238,I ,I am very pleased.
13239,I ,I am very unhappy.
13240,I ,I arrived at 2:30.
13241,I ,I baited the hook.
13242,I ,I barely know Tom.
13243,I ,I barely know you.
13244,I ,I believe in fate.
13245,I ,I bought a cactus.
13246,I ,I bought a cactus.
13247,I ,I bought a camera.
13248,I ,I bought a hybrid.
13249,I ,I bought a ticket.
13250,I ,I bought a ticket.
13251,I ,I bought a ticket.
13252,I ,I bought that car.
13253,I ,I bought that car.
13254,I ,I called for help.
13255,I ,I came to see Tom.
13256,I ,I can comfort her.
13257,I ,I can do anything.
13258,I ,I can do it again.
13259,I ,I can do it alone.
13260,I ,I can do it alone.
13261,I ,I can do the same.
13262,I ,I can drive a car.
13263,I ,I can eat insects.
13264,I ,I can hardly swim.
13265,I ,I can hardly walk.
13266,I ,I can pay upfront.
13267,I ,I can play Chopin.
13268,I ,I can play tennis.
13269,I ,I can protect Tom.
13270,I ,I can read French.
13271,I ,I can't blame him.
13272,I ,I can't blame you.
13273,I ,I can't blame you.
13274,I ,I can't do it now.
13275,I ,I can't leave yet.
13276,I ,I can't move this.
13277,I ,I can't stand him.
13278,I ,I can't stand him.
13279,I ,I can't stand him.
13280,I ,I can't stand him.
13281,I ,I can't stay here.
13282,I ,I can't trust him.
13283,I ,I can't trust you.
13284,I ,I can't trust you.
13285,I ,I cannot help you.
13286,I ,I cannot pray now.
13287,I ,I come from China.
13288,I ,I come from Japan.
13289,I ,I come here often.
13290,I ,I come here often.
13291,I ,I consented to go.
13292,I ,I couldn't answer.
13293,I ,I couldn't get it.
13294,I ,I couldn't get it.
13295,I ,I couldn't refuse.
13296,I ,I cried all night.
13297,I ,I demand a refund.
13298,I ,I deny everything.
13299,I I ,I did all I could.
13300,I ,I did you a favor.
13301,I ,I didn't buy them.
13302,I ,I didn't buy them.
13303,I ,I didn't clean it.
13304,I ,I didn't clean it.
13305,I ,I didn't even ask.
13306,I ,I didn't hear you.
13307,I ,I didn't kiss Tom.
13308,I ,I didn't steal it.
13309,I ,I do all the work.
13310,I ,I don't blame him.
13311,I ,I don't blame you.
13312,I ,I don't blame you.
13313,I ,I don't blame you.
13314,I ,I don't blame you.
13315,I ,I don't doubt you.
13316,I ,I don't even vote.
13317,I ,I don't have cash.
13318,I ,I don't have kids.
13319,I ,I don't like beef.
13320,I ,I don't like this.
13321,I ,I don't like wine.
13322,I ,I don't play pool.
13323,I ,I don't play pool.
13324,I ,I don't regret it.
13325,I ,I don't trust you.
13326,I ,I don't want kids.
13327,I ,I don't want meat.
13328,I ,I don't want this.
13329,I ,I dream in French.
13330,I ,I drove all night.
13331,I ,I feel better now.
13332,I ,I feel their pain.
13333,I ,I feel very tired.
13334,I ,I feel well today.
13335,I ,I felt very happy.
13336,I ,I forget his name.
13337,I ,I forget his name.
13338,I ,I forgot her name.
13339,I ,I forgot her name.
13340,I ,I forgot his name.
13341,I ,I forgot his name.
13342,I ,I forgot his name.
13343,I ,I forgot the book.
13344,I him ,I found him a job.
13345,I ,I gave him a book.
13346,I ,I gave him a slap.
13347,I ,I gave you a book.
13348,I ,I go to bed early.
13349,I ,I got a bee sting.
13350,I ,I got it for free.
13352,I hair ,I got my hair cut.
13353,I ,I got off lightly.
13354,I ,I got up at seven.
13355,I ,I got your letter.
13356,I it ,I guess it's true.
13357,I ,I had a good time.
13358,I ,I had a nightmare.
13359,I ,I had an accident.
13360,I ,I had lost my pen.
13361,I ,I had stuff to do.
13362,I ,I had to help Tom.
13363,I ,I had to tell Tom.
13364,I ,I hate being here.
13365,I ,I hate doing this.
13366,I ,I hate hypocrites.
13367,I ,I hate mosquitoes.
13368,I ,I hate my parents.
13369,I ,I hate that color.
13370,I ,I hate that movie.
13371,I ,I hate the desert.
13372,I ,I hate this place.
13373,I ,I have Monday off.
13374,I ,I have Tom's keys.
13375,I ,I have a backache.
13376,I ,I have a bad cold.
13377,I ,I have a computer.
13378,I ,I have a computer.
13379,I ,I have a good job.
13380,I ,I have a hangover.
13381,I ,I have a headache.
13382,I ,I have a migraine.
13383,I ,I have a red bike.
13384,I ,I have an earache.
13385,I ,I have an old car.
13386,I ,I have bad breath.
13388,I ,I have black eyes.
13389,I ,I have brown hair.
13390,I ,I have everything.
13391,I ,I have everything.
13392,I ,I have great news.
13393,I ,I have it at home.
13394,I ,I have many discs.
13395,I ,I have no comment.
13396,I ,I have no friends.
13397,I ,I have one sister.
13398,I ,I have seen a UFO.
13399,I ,I have some gifts.
13400,I ,I have the answer.
13401,I ,I have three dogs.
13402,I ,I have to be here.
13403,I ,I have to go back.
13404,I ,I have to go home.
13405,I ,I have to go home.
13406,I ,I have to see Tom.
13407,I ,I have two nieces.
13408,I ,I haven't met her.
13409,I ,I haven't met him.
13410,I ,I haven't seen it.
13411,I ,I haven't started.
13412,I ,I heard otherwise.
13413,I ,I heard something.
13414,I she ,I hope she's safe.
13415,I ,I hope to see you.
13416,I ,I just ignore Tom.
13417,I ,I just made it up.
13418,I ,I just made it up.
13419,I ,I just moved here.
13420,I ,I kept it with me.
13421,I ,I kind of like it.
13422,I ,I kind of like it.
13423,I ,I kind of like it.
13424,I he ,I knew who he was.
13425,I you ,I knew you'd come.
13426,I I ,I know I love you.
13427,I Tom ,I know Tom did it.
13428,I ,I know a shortcut.
13429,I ,I know a shortcut.
13430,I ,I know a shortcut.
13431,I ,I know everything.
13432,I ,I know his family.
13433,I I ,I know how I feel.
13434,I ,I know how to ski.
13435,I it ,I know it was Tom.
13436,I it ,I know it's a lie.
13437,I it ,I know it's heavy.
13438,I it ,I know it's wrong.
13439,I ,I know the answer.
13440,I ,I know this woman.
13441,I I ,I know what I did.
13442,I I ,I know what I saw.
13443,I it ,I know what it is.
13444,I ,I know what to do.
13445,I she ,I know who she is.
13446,I you ,I know you did it.
13447,I you ,I know you'll win.
13448,I ,I left Tom behind.
13449,I ,I like being busy.
13450,I coffee ,I like coffee hot.
13451,I ,I like cold pizza.
13452,I ,I like folk songs.
13453,I ,I like it so much.
13454,I ,I like my new job.
13455,I ,I like sandwiches.
13456,I ,I like sauerkraut.
13457,I ,I like short hair.
13458,I ,I like snow a lot.
13459,I ,I like that place.
13460,I ,I like that shirt.
13461,I ,I like this color.
13462,I ,I like this model.
13463,I ,I like this shirt.
13464,I ,I like watermelon.
13465,I ,I like your house.
13466,I ,I like your scarf.
13467,I ,I like your shirt.
13468,I ,I like your style.
13469,I ,I like your truck.
13470,I ,I liked this film.
13471,I ,I lived in Boston.
13472,I ,I locked the door.
13473,I ,I locked the door.
13474,I ,I lost an earring.
13475,I ,I lost an earring.
13476,I ,I lost an earring.
13477,I ,I lost an earring.
13478,I ,I lost everything.
13479,I ,I lost everything.
13480,I ,I love California.
13481,I ,I love being here.
13482,I ,I love being here.
13483,I ,I love my country.
13484,I ,I love my friends.
13485,I ,I love my friends.
13486,I ,I love my friends.
13487,I ,I love my parents.
13488,I ,I love rock music.
13489,I ,I love that chair.
13490,I ,I love that shirt.
13491,I ,I love that story.
13492,I ,I love this photo.
13493,I ,I love this store.
13494,I ,I love this store.
13495,I ,I love your dress.
13496,I ,I made fun of him.
13497,I her ,I made her a doll.
13498,I ,I made some calls.
13499,I ,I made this chair.
13500,I you ,I made you coffee.
13501,I ,I met your friend.
13502,I ,I met your friend.
13503,I ,I miss my friends.
13504,I ,I miss my friends.
13505,I ,I miss my parents.
13506,I ,I miss that place.
13507,I ,I need 30 minutes.
13508,I ,I need a long nap.
13509,I ,I need a vacation.
13510,I ,I need many books.
13511,I ,I need more light.
13512,I ,I need more power.
13513,I ,I need more space.
13514,I ,I need more space.
13515,I ,I need my glasses.
13516,I ,I need my glasses.
13517,I ,I need some paper.
13518,I ,I need some paper.
13519,I ,I need some paper.
13520,I ,I need some water.
13521,I ,I need that phone.
13522,I ,I need this money.
13523,I ,I need to buy one.
13524,I ,I need to get one.
13525,I ,I need to go back.
13526,I ,I need to go home.
13527,I ,I need to go home.
13528,I ,I needed that job.
13529,I ,I never buy sugar.
13530,I ,I never get drunk.
13531,I ,I never had a car.
13532,I ,I never loved you.
13533,I ,I never said that.
13534,I ,I ordered a pizza.
13535,I ,I overslept again.
13536,I ,I owe Tom my life.
13537,I ,I owe him 100 yen.
13538,I ,I owe him my life.
13539,I ,I owe him my life.
13540,I ,I owe you a favor.
13541,I ,I owe you a lunch.
13542,I ,I owe you nothing.
13543,I ,I play the guitar.
13544,I ,I play the violin.
13545,I ,I punched his jaw.
13546,I ,I ran into a deer.
13547,I ,I ran into a tree.
13548,I ,I ran out of fuel.
13549,I ,I read some books.
13550,I ,I really am sorry.
13551,I ,I really doubt it.
13552,I ,I rescued the cat.
13553,I I ,I said I'd get it.
13554,I ,I sat by his side.
13555,I ,I sat next to him.
13556,I ,I sat on the curb.
13557,I ,I saved your life.
13558,I ,I saw Tom tonight.
13559,I ,I saw Tom tonight.
13560,I ,I saw an airplane.
13561,I him ,I saw him running.
13562,I him ,I saw him running.
13563,I ,I saw the sunrise.
13564,I you ,I saw you cooking.
13565,I you ,I saw you cooking.
13566,I ,I see the problem.
13567,I you ,I see you reading.
13568,I ,I seem to be lost.
13569,I ,I sent her a doll.
13570,I ,I share your idea.
13571,I ,I share your idea.
13572,I ,I should head out.
13573,I ,I shouldn't drink.
13574,I ,I signed the form.
13575,I ,I slept till dawn.
13576,I ,I stand corrected.
13577,I ,I still play pool.
13578,I ,I stopped smoking.
13579,I ,I stopped smoking.
13580,I ,I study at school.
13581,I I ,I think I like it.
13582,I I ,I think I'm ready.
13583,I I ,I think I'm ready.
13584,I I ,I think I'm right.
13585,I he ,I think he did it.
13586,I it ,I think it's over.
13587,I it ,I think it's true.
13588,I ,I think otherwise.
13589,I ,I thought as much.
13590,I ,I took Monday off.
13591,I ,I took a week off.
13592,I ,I took my revenge.
13593,I ,I took my revenge.
13594,I ,I tried to escape.
13595,I ,I truly loved her.
13596,I ,I understand that.
13597,I ,I understand this.
13598,I ,I understand this.
13599,I ,I understand this.
13600,I ,I usually eat out.
13601,I Tom ,I want Tom killed.
13602,I Tom ,I want Tom to win.
13603,I ,I want a computer.
13604,I ,I want a computer.
13605,I ,I want a discount.
13606,I ,I want a lot more.
13607,I ,I want a new oven.
13608,I ,I want an apology.
13609,I ,I want more money.
13610,I ,I want my freedom.
13611,I ,I want some money.
13612,I ,I want some paper.
13613,I ,I want some paper.
13614,I ,I want some water.
13615,I them ,I want them alive.
13616,I ,I want to be free.
13617,I ,I want to be here.
13618,I ,I want to be rich.
13619,I ,I want to be rich.
13620,I ,I want to be sure.
13621,I ,I want to believe.
13622,I ,I want to come in.
13623,I ,I want to compete.
13624,I ,I want to confess.
13625,I ,I want to explain.
13626,I ,I want to explain.
13627,I ,I want to go back.
13628,I ,I want to go back.
13629,I ,I want to go home.
13630,I ,I want to go home.
13631,I ,I want to read it.
13632,I ,I want to see Tom.
13633,I ,I want to see him.
13634,I ,I want to see you.
13635,I ,I wanted a jacket.
13636,I ,I wanted to fight.
13637,I ,I was about to go.
13638,I ,I was defenseless.
13639,I ,I was defenseless.
13641,I ,I was embarrassed.
13642,I ,I was in the area.
13643,I ,I was in the area.
13644,I ,I was just joking.
13646,I ,I was not jealous.
13647,I ,I was only joking.
13648,I ,I was out all day.
13649,I ,I was really late.
13650,I ,I was very hungry.
13651,I ,I wasn't dreaming.
13652,I ,I wasn't prepared.
13653,I ,I wasn't prepared.
13654,I ,I wasn't punctual.
13655,I ,I went on reading.
13656,I ,I went to the zoo.
13657,I ,I went to the zoo.
13658,I ,I will do my best.
13659,I ,I will never tell!
13660,I ,I will stay there.
13661,I I ,I wish I could go.
13662,I ,I woke up at 2:30.
13663,I ,I won first place.
13664,I ,I won the lottery.
13665,I ,I won't judge you.
13666,I ,I worry about him.
13667,I ,I would've waited.
13668,I ,I wrote that book.
13669,I ,I wrote this book.
13670,I ,I wrote this book.
13671,I ,I'd appreciate it.
13673,I ,I'll be back soon.
13674,I ,I'll be back soon.
13675,I ,I'll be back soon.
13676,I ,I'll be in Boston.
13677,I ,I'll be on my own.
13678,I ,I'll cook tonight.
13679,I ,I'll do it myself.
13680,I ,I'll do something.
13681,I ,I'll give it back.
13682,I ,I'll go on my own.
13683,I ,I'll go on my own.
13684,I ,I'll go to Boston.
13685,I ,I'll go to London.
13686,I ,I'll hide in here.
13687,I ,I'll pay anything.
13688,I ,I'll pay for this.
13689,I ,I'll pay the bill.
13690,I ,I'll pray for Tom.
13691,I ,I'll pray for Tom.
13692,I ,I'll say it again.
13693,I ,I'll see you soon.
13694,I ,I'll send flowers.
13695,I ,I'll set you free.
13696,I ,I'll set you free.
13697,I ,I'll wait for you.
13698,I ,I'll wait outside.
13699,I ,I'll work on that.
13700,I ,I'll write to Tom.
13701,I ,"I'm Canadian, too."
13702,I ,I'm Tom's brother.
13703,I ,I'm a good person.
13704,I ,I'm a good sailor.
13705,I ,I'm a little busy.
13706,I ,I'm a little sick.
13707,I ,I'm a married man.
13708,I ,I'm a normal girl.
13709,I ,I'm a patient man.
13710,I ,I'm a salesperson.
13711,I ,I'm afraid of you.
13712,I ,I'm almost thirty.
13713,I ,I'm already ready.
13714,I ,I'm already ready.
13715,I ,I'm already ready.
13716,I ,I'm already ready.
13717,I ,I'm always hungry.
13718,I ,I'm an astronomer.
13719,I ,I'm as old as you.
13720,I ,I'm at school now.
13721,I ,I'm at the prison.
13722,I ,I'm aware of that.
13723,I ,I'm aware of that.
13724,I ,I'm bad at sports.
13725,I ,I'm being careful.
13727,I ,I'm bringing wine.
13728,I ,I'm concentrating.
13729,I ,I'm drinking milk.
13730,I ,I'm eating a pear.
13731,I ,I'm expecting Tom.
13732,I ,I'm fairly hungry.
13733,I ,I'm feeling great.
13734,I ,I'm feeling tired.
13735,I ,I'm from the city.
13736,I ,I'm getting happy.
13737,I ,I'm getting worse.
13738,I ,I'm glad Tom's OK.
13739,I ,I'm going fishing.
13740,I ,I'm going to jump.
13741,I ,I'm going to wait.
13742,I ,I'm happy for you.
13743,I ,I'm here to learn.
13744,I ,I'm here with Tom.
13745,I ,I'm in Boston now.
13746,I ,I'm in a bad mood.
13747,I ,I'm in a bad mood.
13748,I ,I'm in the toilet.
13749,I ,I'm in the toilet.
13750,I ,I'm just watching.
13751,I ,I'm keeping count.
13752,I ,I'm kind of happy.
13753,I ,I'm losing weight.
13754,I ,I'm making coffee.
13755,I ,I'm making dinner.
13756,I ,I'm not a patient.
13757,I ,I'm not a soldier.
13758,I ,I'm not a student.
13759,I ,I'm not a teacher.
13760,I ,I'm not a teacher.
13761,I ,I'm not convinced.
13762,I ,I'm not forgetful.
13763,I ,I'm not giving up.
13764,I ,I'm not in a rush.
13765,I ,I'm not lying now.
13766,I ,I'm not lying now.
13770,I ,I'm not ready yet.
13771,I ,I'm not that fast.
13772,I ,I'm not your doll.
13773,I ,I'm on my way out.
13774,I ,I'm only eighteen.
13775,I ,I'm out of breath.
13776,I ,I'm out of breath.
13777,I ,I'm out of breath.
13778,I ,I'm out of breath.
13779,I ,I'm out of breath.
13780,I ,I'm really hungry.
13781,I ,I'm really hungry.
13782,I ,I'm seeing double.
13783,I ,I'm seeing ghosts.
13784,I ,I'm sorry for you.
13785,I ,I'm still on duty.
13786,I ,I'm still thirsty.
13787,I ,I'm still waiting.
13788,I ,I'm still worried.
13789,I ,I'm taking a bath.
13790,I ,I'm taking a bath.
13791,I ,I'm totally drunk.
13792,I ,I'm using Twitter.
13793,I ,I'm very confused.
13794,I ,I'm with a client.
13795,I ,I'm your neighbor.
13796,I ,I'm your neighbor.
13799,I ,I've been waiting.
13800,I ,I've been worried.
13801,I ,I've called twice.
13802,I ,I've done my part.
13803,I ,I've done nothing.
13804,I ,I've done nothing.
13805,I ,I've forgiven you.
13806,I ,I've got bad news.
13807,I ,I've got diarrhea.
13808,I ,I've got diarrhea.
13809,I ,I've got evidence.
13810,I ,I've got the keys.
13811,I ,I've heard enough.
13812,I ,I've heard of you.
13813,I ,I've heard rumors.
13814,I ,I've visited Nara.
13816,Paris ,Is Paris far away?
13817,Tom ,Is Tom in on this?
13818,Tom ,Is Tom interested?
13819,Tom ,Is Tom on his way?
13820,Tom ,Is Tom still here?
13821,he ,Is he still there?
13822,story ,Is her story true?
13823,story ,Is his story true?
13824,it ,Is it raining now?
13825,it ,Is it raining now?
13826,it ,Is it time to eat?
13827,somebody ,Is somebody there?
13828,somebody ,Is somebody there?
13829,that ,Is that a new car?
13830,that ,Is that important?
13831,gold ,Is that pure gold?
13832,gold ,Is that pure gold?
13833,that ,Is that your book?
13834,that ,Is that your goal?
13835,that ,Is that your room?
13836,bath ,Is the bath ready?
13837,cake ,Is the cake ready?
13838,cake ,Is the cake ready?
13840,yours ,Is this hat yours?
13841,this ,Is this our hotel?
13842,gold ,Is this pure gold?
13843,seat ,Is this seat free?
13844,this ,Is this your beer?
13845,this ,Is this your wine?
13846,car ,Is your car black?
13847,car ,Is your car black?
13848,wife ,Is your wife tall?
13849,it ,Isn't it exciting?
13850,it ,Isn't it pathetic?
13851,it ,Isn't it stunning?
13852,that ,Isn't that theirs?
13853,It ,It cannot be true.
13854,It ,It costs too much.
13855,It ,It could be fatal.
13856,It ,It doesn't matter.
13857,It ,It doesn't matter.
13858,It ,It doesn't matter.
13859,It ,It fell to pieces.
13860,It ,It goes both ways.
13861,It ,It has to be done.
13862,It ,It has to be true.
13863,It ,It is a good cake.
13864,It ,It is a love song.
13865,It ,It is a small dog.
13866,It ,It is a white lie.
13867,It ,It is not a watch.
13868,It ,It is not raining.
13869,It ,It is our destiny.
13870,It ,It is raining now.
13871,It ,It is raining now.
13872,It ,It is second-hand.
13873,It ,It is sunny today.
13874,It ,It is sunny today.
13875,It ,It is sunny today.
13876,It ,It is windy today.
13877,It ,It isn't a secret.
13878,It ,It isn't over yet.
13879,It ,It looks Egyptian.
13880,It ,It looks Egyptian.
13881,It ,It looks familiar.
13882,It ,It might get ugly.
13883,It ,It never happened.
13884,It ,It rained heavily.
13885,It ,It rained nonstop.
13886,It ,It was Tom's idea.
13887,It ,It was a bad idea.
13888,It ,It was a good day.
13889,It ,It was a new book.
13890,It ,It was dark green.
13891,It ,It was my mistake.
13892,It ,It was no trouble.
13893,It ,It was no trouble.
13894,It ,It was our secret.
13895,It ,It was really fun.
13896,It ,It was so obvious.
13897,It ,It was very small.
13898,It ,It was very windy.
13899,It ,It was your fault.
13900,It ,It wasn't a dream.
13901,It ,It wasn't my idea.
13903,It ,It went very well.
13904,It ,It went very well.
13905,It ,It went very well.
13906,It ,It will grow back.
13907,It ,It worked for Tom.
13908,It ,It'll happen soon.
13909,It ,It'll happen soon.
13910,It ,It'll happen soon.
13911,It ,It's Monday today.
13912,It ,It's Sunday today.
13913,It ,It's Tom's office.
13914,It ,It's a bit flimsy.
13915,It ,It's a bit greasy.
13916,It ,It's a cargo ship.
13917,It ,It's a cloudy day.
13918,It ,It's a compliment.
13919,It ,It's a conspiracy.
13920,It ,It's a dictionary.
13921,It ,It's a good start.
13922,It ,It's a good story.
13923,It ,It's a long story.
13924,It ,It's a simple job.
13925,It ,It's a simple job.
13926,It ,It's a simple job.
13927,It ,It's a stupid law.
13928,It ,It's a true story.
13929,It ,It's all my fault.
13930,It ,It's all over now.
13931,It ,It's already late.
13932,It ,It's an emergency.
13933,It ,It's an old piano.
13934,It ,It's an old piano.
13935,It ,It's cold outside.
13936,It ,It's confidential.
13937,It ,It's dark in here.
13938,It ,It's dark outside.
13939,It ,It's easy for you.
13940,It ,It's eight-thirty.
13941,It ,It's exhilarating.
13942,It ,It's finally over.
13943,It ,It's fine with me.
13945,It ,It's five o'clock.
13946,It ,It's getting cold.
13947,It ,It's getting late.
13948,It ,It's going nicely!
13949,It ,It's human nature.
13950,It ,It's in my pocket.
13951,It ,It's just a dream.
13952,It ,It's just a dream.
13953,It ,It's just a hunch.
13954,It ,It's like a dream.
13955,It ,It's my brother's.
13956,It ,It's my brother's.
13957,It ,It's no big thing.
13958,It ,It's no big thing.
13959,It ,It's not a secret.
13960,It ,It's not a weapon.
13961,It ,It's not my fault.
13962,It ,It's not my fault.
13963,It ,It's not my style.
13964,It ,It's not that bad.
13965,It ,It's not that far.
13966,It ,It's not the same.
13967,It ,It's not too deep.
13968,It ,It's not too late.
13969,It ,It's not up to me.
13970,It ,It's not up to me.
13971,It ,It's now or never.
13972,It ,It's on the house.
13973,It ,It's on the house.
13974,It ,It's on the table.
13975,It ,It's on the table.
13976,It ,It's one of those.
13977,It ,It's one of those.
13978,It ,It's only a dream.
13979,It ,It's only a dream.
13980,It ,It's probably Tom.
13981,It ,It's questionable.
13982,It ,It's raining hard.
13983,It ,It's raining here.
13984,It ,It's really tough.
13985,It ,It's really windy.
13986,It ,It's really windy.
13987,It ,It's snowing here.
13988,It ,It's so beautiful.
13989,It ,It's so beautiful.
13990,It ,It's so nice here.
13991,It ,It's still Monday.
13992,It ,It's still closed.
13993,It ,It's still rising.
13994,It ,It's the same hat.
13995,It ,It's time for bed.
13996,It ,It's time for bed.
13997,It ,It's to the point.
13998,It ,It's too late now.
13999,It ,It's unbelievable.
14000,It ,It's very obvious.
14001,It ,It's very popular.
14002,It ,It's warm in here.
14003,It ,It's your bedtime.
14010,me ,Just let me sleep.
14025,Kids ,Kids like to play.
14026,Kids ,Kids like to play.
14027,Kids ,Kids will be kids.
14032,me ,Let me carry that.
14033,me ,Let me carry that.
14034,me ,Let me carry that.
14035,me ,"Let me finish, OK?"
14036,me ,"Let me finish, OK?"
14037,me ,Let me have a try.
14038,me ,Let me have a try.
14039,me ,Let me have a try.
14040,me ,Let me have a try.
14041,me ,"Let me in, please."
14042,me ,"Let me in, please."
14043,me ,Let me see a menu.
14044,'s ,Let's be creative.
14045,'s ,"Let's begin, then."
14046,'s ,Let's do it again.
14047,'s ,Let's do the work.
14048,'s ,Let's finish this.
14052,'s ,Let's go downtown.
14053,'s ,Let's go find out.
14054,'s ,Let's go in there.
